62,1352	1	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,56,90,9,41,69,86,59,11,67,78,87,92,68,99,36,88,47,33,94,50,38,80,18,23,57,97,35,51,45,19,93,95,21,66,44,24,85,83,74,13,58,39,75,48,29,73,55,37,81,30,82,52,65,62,46,76,14,2,61,91,63
62,1356	2	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,56,73,9,41,69,86,59,11,67,78,87,92,68,99,36,88,47,33,94,50,38,80,18,23,57,97,35,51,45,19,93,95,21,66,44,24,85,83,74,13,58,39,75,48,29,90,55,37,81,30,82,52,65,62,46,76,14,2,61,91,63
62,1352	3	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,56,73,9,41,69,86,59,11,67,78,87,92,68,99,36,88,90,33,94,50,38,80,18,23,57,97,35,51,45,19,93,95,21,66,44,24,85,83,74,13,58,39,75,48,29,47,55,37,81,30,82,52,65,62,46,76,14,2,61,91,63
62,1356	4	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,56,73,9,41,69,86,59,11,67,78,87,92,68,99,36,88,24,33,94,50,38,80,18,23,57,97,35,51,45,19,93,95,21,66,44,90,85,83,74,13,58,39,75,48,29,47,55,37,81,30,82,52,65,62,46,76,14,2,61,91,63
62,1356	5	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,56,73,9,41,69,86,59,11,67,78,87,92,68,99,36,88,24,33,94,50,38,80,18,23,57,97,35,51,45,90,93,95,21,66,44,19,85,83,74,13,58,39,75,48,29,47,55,37,81,30,82,52,65,62,46,76,14,2,61,91,63
62,1352	6	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,90,73,9,41,69,86,59,11,67,78,87,92,68,99,36,88,24,33,94,50,38,80,18,23,57,97,35,51,45,56,93,95,21,66,44,19,85,83,74,13,58,39,75,48,29,47,55,37,81,30,82,52,65,62,46,76,14,2,61,91,63
61,1334	7	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,61,73,9,41,69,86,59,11,67,78,87,92,68,99,36,88,24,33,94,50,38,80,18,23,57,97,35,51,45,56,93,95,21,66,44,19,85,83,74,13,58,39,75,48,29,47,55,37,81,30,82,52,65,62,46,76,14,2,90,91,63
60,1304	8	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,61,73,9,41,69,86,59,11,67,78,87,92,68,99,36,88,24,33,94,50,38,80,18,23,57,90,35,51,45,56,93,95,21,66,44,19,85,83,74,13,58,39,75,48,29,47,55,37,81,30,82,52,65,62,46,76,14,2,97,91,63
61,1330	9	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,61,73,9,41,69,86,59,11,67,78,87,92,68,99,36,88,24,33,94,50,38,80,18,23,57,82,35,51,45,56,93,95,21,66,44,19,85,83,74,13,58,39,75,48,29,47,55,37,81,30,90,52,65,62,46,76,14,2,97,91,63
61,1330	10	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,61,73,9,41,69,86,59,11,67,78,87,92,68,99,36,88,24,33,94,50,38,80,18,23,57,82,35,51,45,56,93,95,21,66,44,19,85,83,74,13,58,90,75,48,29,47,55,37,81,30,39,52,65,62,46,76,14,2,97,91,63
62,1352	11	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,90,73,9,41,69,86,59,11,67,78,87,92,68,99,36,88,24,33,94,50,38,80,18,23,57,82,35,51,45,56,93,95,21,66,44,19,85,83,74,13,58,61,75,48,29,47,55,37,81,30,39,52,65,62,46,76,14,2,97,91,63
62,1356	12	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,55,73,9,41,69,86,59,11,67,78,87,92,68,99,36,88,24,33,94,50,38,80,18,23,57,82,35,51,45,56,93,95,21,66,44,19,85,83,74,13,58,61,75,48,29,47,90,37,81,30,39,52,65,62,46,76,14,2,97,91,63
62,1356	13	60,31,43,32,54,40,49,15,5,64,28,98,4,89,16,96,25,8,10,3,0,79,20,22,17,72,12,71,27,70,53,1,7,77,84,42,34,26,6,55,73,9,41,69,86,59,11,67,78,87,92,68,99,36,88,24,33,94,50,38,80,18,23,57,82,35,51,45,56,93,95,21,66,44,19,85,83,74,13,58,61,75,48,29,47,39,37,81,30,90,52,65,62,46,76,14,2,97,91,63
