67,1514	1
66,1446	1
69,1545	1
69,1530	1
66,1457	1
68,1525	1
68,1502	1
69,1530	1
67,1466	1
68,1509	1
64,1351	1
69,1530	1
69,1535	1
67,1463	1
69,1562	1
66,1439	1
65,1420	1
67,1441	1
69,1577	1
70,1553	1
68,1543	1
69,1476	1
69,1570	1
68,1454	1
69,1526	1
67,1442	1
66,1437	1
65,1438	1
68,1497	1
70,1517	1
66,1472	1
69,1485	1
70,1518	1
68,1513	1
65,1404	1
70,1517	1
64,1416	1
67,1437	1
65,1461	1
64,1469	1
70,1517	1
69,1510	1
69,1569	1
66,1454	1
67,1486	1
66,1386	1
67,1472	1
64,1389	1
67,1434	1
68,1485	1
70,1517	1
67,1487	1
70,1545	1
63,1398	1
70,1526	1
70,1553	1
67,1465	1
68,1466	1
70,1517	1
70,1517	1
66,1468	1
70,1569	1
69,1511	1
64,1428	1
68,1509	1
70,1517	1
70,1512	1
68,1465	1
71,1555	1
70,1509	1
70,1601	1
70,1562	1
70,1550	1
71,1555	1
68,1518	1
69,1524	1
71,1555	1
70,1562	1
71,1553	1
70,1544	1
70,1542	1
71,1555	1
71,1555	1
68,1536	1
71,1555	1
71,1555	1
71,1540	1
71,1626	1
70,1519	1
69,1521	1
71,1555	1
66,1454	1
70,1540	1
69,1512	1
69,1504	1
71,1555	1
71,1549	1
71,1631	1
73,1573	1
73,1573	1
72,1521	1
68,1503	1
75,1580	1
74,1546	1
67,1460	1
75,1580	1
74,1554	1
70,1525	1
75,1598	1
75,1583	1
75,1580	1
75,1568	1
73,1642	1
69,1436	1
72,1541	1
75,1576	1
74,1543	1
71,1505	1
73,1586	1
75,1580	1
72,1501	1
73,1535	1
70,1532	1
72,1517	1
75,1580	1
73,1533	1
72,1570	1
75,1580	1
74,1555	1
75,1580	1
75,1656	1
75,1577	1
74,1542	1
75,1580	1
70,1506	1
70,1512	1
75,1582	1
75,1563	1
75,1586	1
73,1530	1
75,1576	1
75,1580	1
74,1563	1
72,1545	1
75,1580	1
70,1473	1
74,1573	1
76,1599	1
75,1590	1
69,1495	1
74,1607	1
72,1550	1
75,1584	1
75,1589	1
70,1471	1
74,1574	1
76,1593	1
74,1593	1
70,1492	1
76,1650	1
77,1650	1
78,1670	1
77,1607	1
78,1670	1
78,1723	1
73,1539	1
78,1653	1
78,1670	1
76,1636	1
71,1464	1
78,1670	1
78,1688	1
73,1592	1
75,1574	1
78,1652	1
77,1655	1
74,1562	1
73,1562	1
78,1670	1
77,1635	1
74,1601	1
73,1554	1
72,1540	1
78,1670	1
71,1483	1
79,1689	1
78,1642	1
70,1512	1
78,1668	1
79,1689	1
74,1593	1
78,1668	1
70,1466	1
79,1691	1
78,1676	1
79,1689	1
75,1599	1
76,1687	1
76,1591	1
72,1559	1
77,1663	1
79,1693	1
72,1458	1
68,1475	1
77,1658	1
77,1641	1
73,1612	1
75,1614	1
70,1468	1
79,1689	1
76,1623	1
79,1689	1
70,1510	1
78,1686	1
79,1687	1
76,1602	1
72,1523	1
76,1654	1
74,1559	1
79,1689	1
79,1711	1
74,1584	1
72,1493	1
78,1639	1
80,1724	1
74,1579	1
73,1563	1
80,1722	1
77,1652	1
80,1724	1
77,1636	1
76,1613	1
73,1532	1
78,1681	1
76,1605	1
78,1650	1
73,1541	1
65,1342	1
78,1694	1
72,1522	1
73,1575	1
76,1652	1
71,1510	1
70,1537	1
77,1645	1
80,1724	1
71,1498	1
79,1705	1
77,1658	1
73,1552	1
77,1646	1
80,1724	1
76,1623	1
78,1667	1
80,1724	1
77,1665	1
70,1454	1
80,1724	1
81,1732	1
66,1358	1
78,1623	1
78,1655	1
80,1718	1
79,1689	1
80,1721	1
76,1605	1
81,1732	1
81,1732	1
81,1724	1
78,1645	1
78,1675	1
80,1689	1
81,1732	1
78,1683	1
81,1732	1
81,1730	1
79,1666	1
80,1707	1
79,1712	1
72,1595	1
81,1732	1
81,1707	1
73,1514	1
75,1602	1
80,1715	1
81,1732	1
79,1674	1
81,1732	1
80,1720	1
81,1732	1
71,1469	1
81,1718	1
79,1697	1
81,1730	1
80,1710	1
72,1504	1
81,1736	1
81,1732	1
81,1732	1
81,1732	1
79,1683	1
76,1652	1
72,1566	1
81,1726	1
81,1732	1
79,1694	1
77,1632	1
79,1747	1
78,1675	1
81,1732	1
79,1671	1
81,1732	1
76,1577	1
