,gen,i,max,max_el,max_pop,mean,mean_el,mean_pop,min,min_el,min_pop,ppa
254,14,799,75.8279,76.8232,76.8232,69.01884571428572,75.86120333333335,72.17685692307691,61.8644,75.8279,61.8644,4
255,15,834,75.8275,76.8232,76.8232,70.04495666666665,75.86120333333335,72.95308,63.8597,75.8279,63.8597,4
256,16,864,76.8232,76.8232,76.8232,70.002740625,75.89442000000003,72.83748064516132,62.8707,75.8279,62.8707,4
257,17,896,76.8232,76.8232,76.8232,70.68503421052633,75.96073333333334,72.98329264705887,58.877,75.8279,58.877,4
258,18,934,76.8232,76.8232,76.8232,70.89262250000002,76.12655666666666,73.06466999999998,59.8729,75.8279,59.8729,4
259,19,974,76.8232,76.8232,76.8232,70.88081568627452,76.32554333333334,72.8236827160494,60.8677,75.8279,60.8677,4
260,20,1025,76.8234,76.8234,76.8234,72.44551898734176,76.82294333333337,73.5134155963303,64.8548,76.8218,64.8548,4
261,21,1104,76.8234,76.8234,76.8234,72.31606382978721,76.82322333333333,73.40643790322582,64.8552,76.8232,64.8552,4
262,22,1198,76.824,76.824,76.824,70.9351930232558,76.82327666666667,73.3549315068493,62.856700000000004,76.8232,62.856700000000004,4
263,23,1241,76.8234,76.824,76.824,69.09764444444446,76.82328333333334,72.60929545454545,61.8661,76.8232,61.8661,4
264,24,1277,76.8244,76.8244,76.8244,71.59665675675674,76.82335666666667,73.93693731343281,61.8611,76.8232,61.8611,4
265,25,1314,76.8244,76.8244,76.8244,70.17841538461539,76.82344333333332,73.06752028985508,63.8644,76.8232,63.8644,4
266,26,1353,76.8244,76.8244,76.8244,71.37095098039212,76.82358999999998,73.39039259259256,62.8716,76.8232,62.8716,4
267,27,1404,76.8244,76.8244,76.8244,71.46387547169812,76.82367666666664,73.40112168674698,63.8591,76.8232,63.8591,4
268,28,1457,76.8244,76.8244,76.8244,71.82447846153846,76.82397666666667,73.40317263157893,59.8765,76.8232,59.8765,4
269,29,1522,76.8266,76.8266,76.8266,72.50781341463416,76.82441333333331,73.6639285714286,63.868,76.824,63.868,4
270,30,1604,76.8266,76.8266,76.8266,69.62768125000001,76.82467333333332,73.10997096774194,63.8602,76.8242,63.8602,4
271,31,1636,76.8266,76.8266,76.8266,70.8908880952381,76.82486666666664,73.36329861111109,64.8556,76.8244,64.8556,4
272,32,1678,76.827,76.827,76.827,70.84338000000001,76.82526666666665,73.08643749999999,59.8702,76.8244,59.8702,4
273,33,1728,77.8231,77.8231,77.8231,73.0494924242424,76.85964333333335,74.22942187499997,58.8768,76.825,58.8768,4
274,34,1794,77.8231,77.8231,77.8231,69.71863870967742,76.89299666666669,73.2306081967213,59.87,76.8252,59.87,4
275,35,1825,78.8185,78.8185,78.8185,72.70009722222223,77.05918333333335,74.60596060606059,61.8675,76.8266,61.8675,4
276,36,1861,78.8185,78.8185,78.8185,71.54640454545455,77.32487666666667,73.78131486486487,61.8621,76.8266,61.8621,4
277,37,1905,78.8185,78.8185,78.8185,71.50857555555555,77.52402666666666,73.835096,64.857,76.8266,64.857,4
278,38,1950,78.8197,78.8197,78.8197,72.16725192307692,77.68999333333335,74.12704756097564,65.8507,76.827,65.8507,4
279,39,2002,78.8197,78.8197,78.8197,72.482775,78.38698666666666,73.95651603773585,65.8524,77.8212,65.8524,4
280,40,2078,78.8197,78.8197,78.8197,74.30670303030304,78.81891,75.25560620155039,65.8554,78.8185,65.8554,4
281,41,2177,78.8197,78.8197,78.8197,72.36678490566038,78.81911,74.69887831325299,61.8663,78.8185,61.8663,4
282,42,2230,78.8199,78.8199,78.8199,73.60365797101447,78.81951666666667,75.18409797979795,65.8533,78.8187,65.8533,4
283,43,2299,78.8199,78.8199,78.8199,74.57936947368421,78.81971333333334,75.59700480000001,64.859,78.8197,64.859,4
284,44,2394,78.8201,78.8201,78.8201,71.39735000000002,78.81972666666667,74.77115151515152,64.8555,78.8197,64.8555,4
285,45,2430,78.8201,78.8201,78.8201,71.27071428571428,78.81974,74.75487384615384,62.8728,78.8197,62.8728,4
286,46,2465,78.8201,78.8201,78.8201,72.73883000000001,78.81978666666667,75.34493428571429,65.862,78.8197,65.862,4
287,47,2505,78.8201,78.8201,78.8201,71.48314615384616,78.81982666666666,74.67298985507247,61.8706,78.8197,61.8706,4
288,48,2544,78.8201,78.8201,78.8201,73.41290576923078,78.81990666666667,75.39104756097562,62.8647,78.8197,62.8647,4
289,49,2596,78.8201,78.8201,78.8201,73.97864202898552,78.82004666666664,75.4456919191919,62.8717,78.8197,62.8717,4
290,50,2665,79.8211,79.8211,79.8211,74.23519999999999,78.85346666666663,75.20382957746477,61.8626,78.8201,61.8626,4
291,51,2777,77.8231,79.8211,79.8211,71.14328000000002,78.85346666666663,74.9983733333333,61.8629,78.8201,61.8629,4
292,52,2807,80.8185,80.8185,80.8185,71.84222777777777,79.02018999999996,75.0291545454545,64.8569,78.8201,64.8569,4
293,53,2843,80.8185,80.8185,80.8185,73.20297500000002,79.32033666666662,75.56130540540538,62.871,78.8201,62.871,4
294,54,2887,80.8187,80.8187,80.8187,74.08554464285714,79.82039999999999,75.9116348837209,61.8695,78.8201,61.8695,4
295,55,2943,80.8187,80.8187,80.8187,75.22488695652176,80.75150666666669,76.61746666666669,62.8705,79.8231,62.8705,4
296,56,3012,80.8192,80.8192,80.8192,76.76076666666668,80.81826999999997,77.57520340136055,62.8685,80.8176,62.8685,4
297,57,3129,81.8177,81.8177,81.8177,74.98510757575758,80.88502333333335,76.80797083333333,64.8608,80.8179,64.8608,4
298,58,3195,80.8171,81.8177,81.8177,72.78807368421052,80.88502333333335,76.36025735294118,64.8634,80.8179,64.8634,4
299,59,3233,81.8177,81.8177,81.8177,73.42367560975609,80.98486333333335,76.57635774647885,64.8627,80.8183,64.8627,4
300,60,3274,81.8177,81.8177,81.8177,74.50176444444446,81.05140000000002,77.095004,66.8525,80.8184,66.8525,4
301,61,3319,81.8177,81.8177,81.8177,75.05100652173914,81.41703333333332,77.41958289473685,63.8684,80.8186,63.8684,4
302,62,3365,81.8177,81.8177,81.8177,76.63397241379313,81.81595,77.86039829059831,62.8752,81.8143,62.8752,4
303,63,3452,81.8177,81.8177,81.8177,75.43312399999999,81.81716,77.2567885714286,61.8632,81.8149,61.8632,4
304,64,3527,81.8185,81.8185,81.8185,76.40393162393163,81.81756000000001,77.50867210884353,64.8556,81.8167,64.8556,4
305,65,3644,81.8185,81.8185,81.8185,74.63264347826087,81.81773333333338,76.80989090909092,60.8708,81.8173,60.8708,4
306,66,3713,81.8185,81.8185,81.8185,74.78122363636362,81.8178666666667,77.26469764705888,65.8493,81.8177,65.8493,4
307,67,3768,81.8185,81.8185,81.8185,73.61948780487806,81.81796000000003,77.08359154929578,65.8533,81.8177,65.8533,4
308,68,3809,81.8189,81.8189,81.8189,75.49595806451613,81.81812000000001,77.55748043478262,63.8616,81.8177,63.8616,4
309,69,3871,81.8191,81.8191,81.8191,75.43839137931035,81.81843333333336,77.61329886363636,61.8652,81.8177,61.8652,4
310,70,3929,81.8191,81.8191,81.8191,75.27126025641023,81.81854000000001,77.08991944444445,64.8586,81.8181,64.8586,4
311,71,4007,81.8185,81.8191,81.8191,74.62956037735849,81.81858000000001,77.227986746988,64.8601,81.8185,64.8601,4
312,72,4060,81.8189,81.8191,81.8191,74.87977021276595,81.81860666666668,77.5832025974026,65.8601,81.8185,65.8601,4
313,73,4107,81.8195,81.8195,81.8195,74.919825,81.81866000000001,77.57320256410256,66.858,81.8185,66.858,4
314,74,4155,81.8195,81.8195,81.8195,73.59047999999999,81.81869333333334,77.11684285714287,65.8601,81.8185,65.8601,4
315,75,4195,81.8195,81.8195,81.8195,73.99508444444446,81.81872666666668,77.12452800000003,63.8657,81.8185,63.8657,4
316,76,4240,81.8222,81.8222,81.8222,74.96421914893618,81.81895666666668,77.63480649350646,65.865,81.8185,65.865,4
317,77,4287,80.8216,81.8222,81.8222,71.78155483870968,81.81895666666668,76.71798196721312,64.8648,81.8185,64.8648,4
318,78,4318,81.8185,81.8222,81.8222,72.748878125,81.81895666666668,77.13762580645161,63.8721,81.8185,63.8721,4
319,79,4350,81.8222,81.8222,81.8222,73.35606060606062,81.81910666666667,77.3860111111111,61.8629,81.8185,61.8629,4
320,80,4383,81.8222,81.8222,81.8222,75.00862857142856,81.81935333333332,78.15192615384616,64.8641,81.8185,64.8641,4
321,81,4418,81.8222,81.8222,81.8222,74.60979374999998,81.81990333333331,77.38270128205124,64.8655,81.8185,64.8655,4
322,82,4466,81.8224,81.8224,81.8224,75.8355704918033,81.82067333333336,77.80842747252746,64.866,81.8189,64.866,4
323,83,4527,81.8224,81.8224,81.8224,76.4934159090909,81.82203333333334,77.84780338983049,64.8705,81.821,64.8705,4
324,84,4615,81.8224,81.8224,81.8224,77.02957941176469,81.82222000000003,78.11877348484852,63.864,81.8222,63.864,4
325,85,4717,81.8224,81.8224,81.8224,73.00988333333333,81.8222266666667,77.01549090909091,63.8587,81.8222,63.8587,4
326,86,4753,81.8224,81.8224,81.8224,74.51431,81.8222666666667,77.64627428571431,59.8824,81.8222,59.8824,4
327,87,4793,81.8224,81.8224,81.8224,76.60214246575343,81.82230666666669,78.12256699029129,64.8616,81.8222,64.8616,4
328,88,4866,81.8224,81.8224,81.8224,76.06419999999999,81.82234666666668,78.04975402298851,66.8532,81.8222,66.8532,4
329,89,4923,81.8224,81.8224,81.8224,77.61867865168539,81.8224,78.67842689075628,60.8724,81.8224,60.8724,4
330,90,5012,81.8224,81.8224,81.8224,73.55544714285715,81.8224,76.03553299999999,65.8589,81.8224,65.8589,4
331,91,5082,81.8224,81.8224,81.8224,74.96129589041098,81.8224,76.95967572815535,66.8513,81.8224,66.8513,4
332,92,5155,81.8224,81.8224,81.8224,74.45360285714284,81.8224,76.66424200000004,64.8702,81.8224,64.8702,4
333,93,5225,81.8224,81.8224,81.8224,75.22715584415587,81.8224,77.07628971962617,64.8577,81.8224,64.8577,4
334,94,5302,81.8224,81.8224,81.8224,74.41815921052631,81.8224,76.5136990566038,61.8636,81.8224,61.8636,4
335,95,5378,81.8224,81.8224,81.8224,75.18572272727272,81.8224,77.259684375,64.8561,81.8224,64.8561,4
336,96,5444,81.8224,81.8224,81.8224,75.05487246376809,81.8224,77.10563838383833,65.8561,81.8224,65.8561,4
337,97,5513,81.8224,81.8224,81.8224,75.27044925373133,81.8224,77.29682577319589,63.8619,81.8224,63.8619,4
338,98,5580,81.8224,81.8224,81.8224,75.40436119402985,81.8224,77.38932164948454,62.8684,81.8224,62.8684,4
339,99,5647,81.8224,81.8224,81.8224,75.00268358208956,81.8224,77.11187422680412,65.8466,81.8224,65.8466,4
340,100,5714,81.8224,81.8224,81.8224,75.25793333333328,81.8224,77.24716565656564,62.8747,81.8224,62.8747,4
341,101,5783,81.8224,81.8224,81.8224,74.18289142857144,81.8224,76.474744,64.8635,81.8224,64.8635,4
342,102,5853,81.8224,81.8224,81.8224,74.55169315068495,81.8224,76.66937475728156,65.8565,81.8224,65.8565,4
343,103,5926,81.8224,81.8224,81.8224,74.49558358208957,81.8224,76.76160927835053,63.8592,81.8224,63.8592,4
344,104,5993,81.8224,81.8224,81.8224,74.92533333333331,81.8224,77.01535353535354,62.8686,81.8224,62.8686,4
345,105,6062,81.8224,81.8224,81.8224,74.91253970588235,81.8224,77.02780306122455,63.8674,81.8224,63.8674,4
346,106,6130,81.8224,81.8224,81.8224,74.91279104477611,81.8224,77.04978350515462,63.8649,81.8224,63.8649,4
347,107,6197,81.8226,81.8226,81.8226,75.42584264705884,81.82240666666668,77.3839724489796,66.8574,81.8224,66.8574,4
348,108,6265,80.826,81.8226,81.8226,73.41330285714285,81.82240666666668,77.29442769230768,67.8476,81.8224,67.8476,4
349,109,6300,81.8226,81.8226,81.8226,74.13452352941177,81.82242000000001,77.73821875,66.8495,81.8224,66.8495,4
350,110,6334,81.8226,81.8226,81.8226,74.60101666666668,81.82243333333334,77.60993472222223,64.8607,81.8224,64.8607,4
351,111,6376,81.8226,81.8226,81.8226,75.49582727272727,81.82246,78.06066756756756,64.8595,81.8224,64.8595,4
352,112,6420,81.823,81.823,81.823,76.46858499999999,81.82249999999999,78.25321000000004,66.8567,81.8224,66.8567,4
353,113,6480,81.8218,81.823,81.823,73.57139459459461,81.82249999999999,77.26591940298506,64.861,81.8224,64.861,4
354,114,6517,81.823,81.823,81.823,73.81358888888887,81.82252666666666,77.45400303030303,61.8742,81.8224,61.8742,4
355,115,6553,81.823,81.823,81.823,74.95242499999999,81.82257333333332,77.73760135135132,62.8737,81.8224,62.8737,4
356,116,6597,81.8226,81.823,81.823,74.91757631578946,81.82257999999999,77.9638985294118,67.8661,81.8224,67.8661,4
357,117,6635,81.823,81.823,81.823,74.89255135135134,81.82260666666664,77.99554925373134,64.8713,81.8224,64.8713,4
358,118,6672,81.823,81.823,81.823,75.52664666666668,81.82271999999998,78.04503066666666,67.8475,81.8224,67.8475,4
359,119,6717,81.823,81.823,81.823,76.00495974025972,81.82285333333333,77.63610747663553,62.8731,81.8226,62.8731,4
360,0,0,66.8658,66.8658,66.8658,61.16886666666666,61.168866666666666,61.168866666666666,54.8763,54.8763,54.8763,1
361,1,30,66.8658,66.8658,66.8658,62.37373015873014,65.12726666666669,61.98506451612903,55.8733,62.875,54.8763,1
362,2,93,68.8611,68.8611,68.8611,64.42495352112675,66.82716000000002,64.63356138613861,58.8685,65.8557,58.8685,1
363,3,164,69.8575,69.8575,69.8575,64.2246119047619,67.49594000000002,65.30900694444445,55.8754,66.8546,55.8754,1
364,4,206,69.8549,69.8575,69.8575,65.41383571428572,68.12749666666666,66.28137916666667,57.875,66.8658,57.875,1
365,5,248,69.8575,69.8575,69.8575,66.44516268656716,69.15661666666665,66.96547216494841,58.8802,68.8538,58.8802,1
366,6,315,71.8502,71.8502,71.8502,66.84630322580645,69.82238333333335,67.59966630434783,55.8909,68.8611,55.8909,1
367,7,377,70.8562,71.8502,71.8502,67.6939,70.18842666666667,68.58076805555555,61.8741,69.8543,61.8741,1
368,8,419,72.8487,72.8487,72.8487,67.69803255813954,70.55480333333335,68.72148219178084,58.8846,69.8572,58.8846,1
369,9,462,72.8496,72.8496,72.8496,67.97693720930233,71.18545666666664,69.03633424657535,55.8907,69.86,55.8907,1
370,10,505,72.8496,72.8496,72.8496,68.99585344827588,71.85132666666665,69.74230909090906,63.8766,70.8536,63.8766,1
371,11,563,73.8387,73.8387,73.8387,69.74175428571425,72.54942666666666,70.37462599999999,61.8734,71.8502,61.8734,1
372,12,633,73.8446,73.8446,73.8446,69.28538163265307,72.91428666666667,70.5248924050633,58.878,71.8557,58.878,1
373,13,682,73.8436,73.8446,73.8446,69.63731923076921,72.98189666666667,70.54758796296296,62.8665,72.8471,62.8665,1
374,14,760,73.8444,73.8446,73.8446,68.31779999999998,73.11441333333333,70.40620149253735,58.8833,72.8487,58.8833,1
375,15,797,74.8412,74.8412,74.8412,70.09637272727271,73.54453666666669,71.03951041666666,58.8846,72.8501,58.8846,1
376,16,863,74.8417,74.8417,74.8417,70.42857288135595,74.10819333333332,71.47889775280898,60.8677,73.8385,60.8677,1
377,17,922,74.843,74.843,74.843,69.91325961538462,74.37578,71.44799146341462,62.8723,73.8436,62.8723,1
378,18,974,74.843,74.843,74.843,71.63251643835618,74.84114666666669,72.43152524271845,65.8632,74.8389,65.8632,1
379,19,1047,74.843,74.843,74.843,70.4983416666667,74.84154666666669,71.64118508771934,62.8759,74.8412,62.8759,1
380,20,1131,74.8434,74.8434,74.8434,70.52929302325582,74.84195,72.3014520547945,60.8783,74.8412,60.8783,1
381,21,1174,75.8396,75.8396,75.8396,71.15057037037036,74.87578999999998,72.46892023809521,63.8743,74.8414,63.8743,1
382,22,1228,75.8396,75.8396,75.8396,69.79449062500001,74.90916333333334,72.25318387096775,63.8696,74.8416,63.8696,1
383,23,1260,76.8373,76.8373,76.8373,69.80393243243246,75.00917333333337,72.08985671641796,61.8742,74.8418,61.8742,1
384,24,1297,76.8373,76.8373,76.8373,70.11873157894736,75.17545666666668,72.27627941176469,60.8758,74.843,60.8758,1
385,25,1335,76.8404,76.8404,76.8404,70.74081320754715,75.34176333333333,72.34369638554216,59.8804,74.843,59.8804,1
386,26,1388,77.8348,77.8348,77.8348,70.97596530612246,75.70748666666667,72.6338632911392,62.8775,74.8431,62.8775,1
387,27,1437,77.8348,77.8348,77.8348,71.86684516129031,76.40553666666668,73.11922826086956,63.8652,74.8436,63.8652,1
388,28,1499,77.835,77.835,77.835,72.01334999999999,76.97060666666667,73.21121909090911,61.8771,76.8347,61.8771,1
389,29,1579,77.8348,77.835,77.835,71.23518936170214,77.13701666666665,73.46976753246756,61.8746,76.8371,61.8746,1
390,30,1626,77.8348,77.835,77.835,71.48897272727271,77.23678999999998,73.25398645833334,62.8735,76.8371,62.8735,1
391,31,1692,77.835,77.835,77.835,71.94289692307694,77.56922333333334,73.61465263157896,57.885,76.8382,57.885,1
392,32,1757,77.8352,77.8352,77.8352,72.78615104166666,77.83477333333339,73.92497777777776,62.8756,77.8344,62.8756,1
393,33,1853,77.835,77.8352,77.8352,71.15665892857142,77.83484000000003,73.48623372093024,64.8665,77.8348,64.8665,1
394,34,1909,77.8352,77.8352,77.8352,70.11727142857141,77.83485333333337,73.33292500000002,61.8757,77.8348,61.8757,1
395,35,1951,77.8352,77.8352,77.8352,70.9780625,77.83489333333338,73.91668714285711,59.8786,77.8348,59.8786,1
396,36,1991,77.8352,77.8352,77.8352,70.90045116279066,77.83490666666671,73.75022191780823,60.8812,77.8348,60.8812,1
397,37,2034,77.8352,77.8352,77.8352,71.27224363636364,77.83492666666672,73.58847764705884,63.8724,77.8348,63.8724,1
398,38,2089,77.8352,77.8352,77.8352,71.78825156250001,77.83501333333336,73.71804148936171,61.8684,77.8348,61.8684,1
399,39,2153,78.8333,78.8333,78.8333,72.94909620253163,77.86846333333332,74.29384403669727,63.8723,77.835,63.8723,1
400,40,2232,78.8331,78.8333,78.8333,71.57382777777777,77.90174,74.43502575757577,59.8784,77.835,59.8784,1
401,41,2268,78.8331,78.8333,78.8333,70.49526666666667,77.93500999999999,73.71547246376811,60.8782,77.8352,60.8782,1
402,42,2307,78.8343,78.8343,78.8343,70.1413057142857,78.00159,73.7384,58.882,77.8352,58.882,1
403,43,2342,78.8343,78.8343,78.8343,72.08049166666669,78.13504333333331,74.35783717948718,62.8667,77.8352,62.8667,1
404,44,2390,78.8343,78.8343,78.8343,72.80727916666666,78.43433333333333,74.85641923076923,65.863,77.8352,65.863,1
405,45,2438,78.8343,78.8343,78.8343,73.88238433734941,78.83294666666669,75.09086637168143,64.8677,78.8303,64.8677,1
406,46,2521,78.8343,78.8343,78.8343,74.10877875000001,78.83376666666665,75.39718818181818,66.8575,78.8331,66.8575,1
407,47,2601,78.8343,78.8343,78.8343,74.22730238095237,78.83420000000001,75.43952982456138,63.87,78.8335,63.87,1
408,48,2685,78.8343,78.8343,78.8343,74.59295242718449,78.8343,75.54962481203006,63.8743,78.8343,63.8743,1
409,49,2788,78.8343,78.8343,78.8343,72.44735972222222,78.8343,74.32587156862745,64.8693,78.8343,64.8693,1
410,50,2860,78.8349,78.8349,78.8349,72.46001406249998,78.83431999999999,74.49436063829788,64.8642,78.8343,64.8642,1
411,51,2924,78.8349,78.8349,78.8349,71.94247575757576,78.83437333333333,75.22430634920632,62.8735,78.8343,62.8735,1
412,52,2957,78.8349,78.8349,78.8349,71.05410857142856,78.83439333333332,74.64500000000001,63.868,78.8343,63.868,1
413,53,2992,78.8349,78.8349,78.8349,71.96581818181816,78.83446,74.75037567567573,62.8761,78.8343,62.8761,1
414,54,3036,78.8349,78.8349,78.8349,72.69612307692307,78.83453333333334,74.94185609756099,59.8797,78.8343,59.8797,1
415,55,3088,78.8349,78.8349,78.8349,73.28277666666666,78.83469999999998,75.1333622222222,64.8729,78.8343,64.8729,1
416,56,3148,78.8354,78.8354,78.8354,74.72751505376343,78.83491000000002,75.72926747967482,66.8593,78.8347,66.8593,1
417,57,3241,78.8349,78.8354,78.8354,70.7673882352941,78.83491666666669,74.5490390625,62.8766,78.8349,62.8766,1
418,58,3275,78.8349,78.8354,78.8354,70.68956333333334,78.83491666666669,74.76224,64.8714,78.8349,64.8714,1
419,59,3305,78.8349,78.8354,78.8354,71.58935000000002,78.83491666666669,74.98570937500001,64.871,78.8349,64.871,1
420,60,3339,77.8369,78.8354,78.8354,71.11230322580646,78.83491666666669,74.91030983606558,61.8752,78.8349,61.8752,1
421,61,3370,78.8354,78.8354,78.8354,72.02941176470588,78.83493333333334,75.2194921875,63.8745,78.8349,63.8745,1
422,62,3404,78.836,78.836,78.836,72.72848292682929,78.83497000000001,75.30867323943662,65.8698,78.8349,65.8698,1
423,63,3445,78.836,78.836,78.836,71.66411351351351,78.83501333333335,74.87494477611939,63.8748,78.8349,63.8748,1
424,64,3482,78.836,78.836,78.836,71.80603571428571,78.83516000000002,74.73477638888889,62.8668,78.8349,62.8668,1
425,65,3524,78.836,78.836,78.836,72.62513584905659,78.8353,74.86972289156623,63.8724,78.8349,63.8724,1
426,66,3577,78.8362,78.8362,78.8362,73.5892037037037,78.83568333333331,75.46280952380948,63.8718,78.8349,63.8718,1
427,67,3631,78.8364,78.8364,78.8364,74.09353636363635,78.83602999999997,75.10971071428571,64.8665,78.836,64.8665,1
428,68,3741,78.8369,78.8369,78.8369,71.7294475,78.83605999999996,74.77512571428569,64.869,78.836,64.869,1
429,69,3781,78.8369,78.8369,78.8369,71.62514571428572,78.83608999999997,74.95325999999997,65.8605,78.836,65.8605,1
430,70,3816,78.8369,78.8369,78.8369,72.2191195121951,78.83615666666664,75.01502253521119,60.8816,78.836,60.8816,1
431,71,3857,78.8369,78.8369,78.8369,71.53785365853656,78.83618666666663,74.6216436619718,62.8733,78.836,62.8733,1
432,72,3898,78.8369,78.8369,78.8369,72.80968936170211,78.83627999999996,75.15767532467527,62.8755,78.836,62.8755,1
433,73,3945,79.833,79.833,79.833,73.49858518518519,78.86964999999995,75.4049047619047,59.8713,78.836,59.8713,1
434,74,3999,79.8328,79.833,79.833,70.29967352941175,78.90293333333328,74.31684999999996,63.8675,78.836,63.8675,1
435,75,4033,79.833,79.833,79.833,71.6672,78.96939999999996,75.16836129032255,62.8774,78.836,62.8774,1
436,76,4065,79.8328,79.833,79.833,72.68223617021276,79.06907000000002,75.13178051948051,64.8715,78.8362,64.8715,1
437,77,4112,79.8332,79.8332,79.8332,72.87176,79.26847333333332,75.19575125,63.8726,78.8365,63.8726,1
438,78,4162,79.8332,79.8332,79.8332,74.668995890411,79.76649999999995,76.00864951456306,64.8631,78.8374,64.8631,1
439,79,4235,80.8311,80.8311,80.8311,75.56397265625003,79.86623666666668,76.36192088607595,65.8689,79.8328,65.8689,1
440,80,4363,79.8332,80.8311,80.8311,70.12663666666666,79.86625000000002,74.9964366666667,63.8711,79.8328,63.8711,1
441,81,4393,80.8303,80.8311,80.8311,71.00830909090911,79.89951333333337,75.22637619047622,62.8735,79.8328,62.8735,1
442,82,4426,79.831,80.8311,80.8311,71.56652368421051,79.89951333333337,75.24284264705881,61.8885,79.8328,61.8885,1
443,83,4464,80.8311,80.8311,80.8311,71.9150484848485,79.99935000000005,75.71717460317466,62.8692,79.8328,62.8692,1
444,84,4497,80.8311,80.8311,80.8311,73.23740681818182,80.0992566666667,75.97873513513515,63.8676,79.833,63.8676,1
445,85,4541,80.8311,80.8311,80.8311,73.89347608695651,80.29887000000004,76.34312631578949,64.8718,79.833,64.8718,1
446,86,4587,80.8311,80.8311,80.8311,75.18414000000001,80.69796666666667,76.57906636363636,64.8787,79.8354,64.8787,1
447,87,4667,80.8311,80.8311,80.8311,75.68294786324783,80.83098666666663,76.70642108843536,66.8685,80.8309,66.8685,1
448,88,4784,81.8261,81.8261,81.8261,75.64540000000002,80.86423333333336,77.201076,65.8739,80.8309,65.8739,1
449,89,4854,81.8261,81.8261,81.8261,71.56067352941177,80.8974066666667,75.92171718750001,63.8677,80.8309,63.8677,1
450,90,4888,81.8261,81.8261,81.8261,72.35429411764704,80.96376000000004,76.358878125,63.8727,80.8309,63.8727,1
451,91,4922,81.8265,81.8265,81.8265,74.34787608695652,81.1627866666667,76.95940921052629,64.876,80.8311,64.876,1
452,92,4968,81.8263,81.8265,81.8265,74.93216896551726,81.32860666666669,77.05624318181816,64.874,80.8311,64.874,1
453,93,5026,81.8265,81.8265,81.8265,76.781,81.62714,78.20212708333332,65.865,80.8311,65.865,1
454,94,5092,81.8271,81.8271,81.8271,76.4681133333333,81.82626,77.94212095238093,64.8713,81.8259,64.8713,1
455,95,5167,81.8271,81.8271,81.8271,73.300735,81.8263466666667,76.95453142857144,62.873,81.8261,62.873,1
456,96,5207,81.8271,81.8271,81.8271,74.73592444444444,81.82647999999999,77.57209333333334,65.8697,81.8261,65.8697,1
457,97,5252,81.8271,81.8271,81.8271,74.63613684210527,81.82659333333335,77.11556551724138,66.8658,81.8261,66.8658,1
458,98,5309,81.8271,81.8271,81.8271,76.10219876543209,81.82685333333333,77.64933243243243,64.8792,81.8265,64.8792,1
459,99,5390,81.8271,81.8271,81.8271,75.45842933333334,81.82691333333335,77.27797904761908,66.868,81.8265,66.868,1
460,100,5465,81.8273,81.8273,81.8273,76.13687282608699,81.82703999999998,77.53606311475413,67.863,81.8269,67.863,1
461,101,5557,81.8271,81.8273,81.8273,74.40526393442624,81.82706666666665,76.85200329670329,64.8763,81.8269,64.8763,1
462,102,5618,81.8273,81.8273,81.8273,75.0399306451613,81.82710666666665,77.25312717391303,65.8694,81.8269,65.8694,1
463,103,5680,81.8273,81.8273,81.8273,74.86227187499998,81.82714666666665,77.08509148936167,63.8764,81.8271,63.8764,1
464,104,5744,81.8269,81.8273,81.8273,74.63877291666667,81.82714666666665,77.40353205128201,64.8777,81.8271,64.8777,1
465,105,5792,81.8273,81.8273,81.8273,74.59750192307693,81.82716666666666,77.24249390243904,63.8743,81.8271,63.8743,1
466,106,5844,81.8273,81.8273,81.8273,75.37115593220337,81.82719333333333,77.54733932584267,65.873,81.8271,65.873,1
467,107,5903,81.8275,81.8275,81.8275,76.3017,81.8272933333333,77.7431330434783,65.8708,81.8271,65.8708,1
468,108,5988,81.8275,81.8275,81.8275,73.68068474576272,81.82730666666663,76.42673258426962,64.8713,81.8271,64.8713,1
469,109,6047,81.8275,81.8275,81.8275,75.19236538461539,81.82731999999996,77.03540462962962,67.8624,81.8273,67.8624,1
470,110,6125,81.828,81.828,81.828,73.17659,81.8273433333333,76.88404571428572,63.8756,81.8273,63.8756,1
471,111,6165,80.8309,81.828,81.828,71.45009999999999,81.8273433333333,76.47134677419355,64.8747,81.8273,64.8747,1
472,112,6197,81.828,81.828,81.828,72.53042580645162,81.82736666666663,77.10268032786884,64.8696,81.8273,64.8696,1
473,113,6228,81.828,81.828,81.828,74.6053972972973,81.8274133333333,77.83911492537314,64.8758,81.8273,64.8758,1
474,114,6265,81.828,81.828,81.828,73.98882325581394,81.82745999999996,77.21016164383559,64.8705,81.8273,64.8705,1
475,115,6308,81.828,81.828,81.828,73.76698125,81.82749666666662,76.86716538461538,62.8705,81.8273,62.8705,1
476,116,6356,81.828,81.828,81.828,75.16020784313724,81.8277,77.62957407407406,65.8758,81.8273,65.8758,1
477,117,6407,81.828,81.828,81.828,76.74543472222223,81.8279333333333,78.24021862745094,65.8708,81.8275,65.8708,1
478,118,6479,81.828,81.828,81.828,76.39500714285718,81.82799999999999,77.66834921875002,67.8645,81.828,67.8645,1
479,119,6577,81.828,81.828,81.828,74.26018214285715,81.82799999999999,76.90011860465117,64.8724,81.828,64.8724,1
480,0,0,69.8458,69.8458,69.8458,61.53419666666668,61.53419666666665,61.53419666666665,55.8696,55.8696,55.8696,3
