,gen,i,max,max_el,max_pop,mean,mean_el,mean_pop,min,min_el,min_pop,ppa
481,1,30,70.8369,70.8369,70.8369,63.563855223880566,66.95581000000001,62.93612577319588,54.8883,64.8596,54.8883,3
482,2,97,73.8232,73.8232,73.8232,66.63282222222222,70.10988666666667,66.74817499999999,56.8847,67.8533,56.8847,3
483,3,151,71.8421,73.8232,73.8232,68.73549444444444,70.97402333333334,69.22634880952381,62.8668,69.8458,62.8668,3
484,4,205,71.8421,73.8232,73.8232,68.49184,71.33967666666669,69.48471333333335,60.8792,70.8373,60.8792,3
485,5,250,72.8314,73.8232,73.8232,67.87969411764706,71.57236000000002,69.50156093750002,60.8713,70.8415,60.8713,3
486,6,284,73.8257,73.8257,73.8257,67.48717727272728,72.13644333333332,69.1433324324324,59.8718,70.8433,59.8718,3
487,7,328,73.8385,73.8385,73.8385,69.55251454545451,72.86667333333334,70.46448941176472,62.8659,71.8381,62.8659,3
488,8,383,73.8329,73.8385,73.8385,69.7397658227848,73.52784000000001,70.60038256880733,62.8706,72.8314,62.8706,3
489,9,462,74.8293,74.8293,74.8293,70.12193586956523,73.89376,70.95945327868849,61.8629,73.8232,61.8629,3
490,10,554,74.8327,74.8327,74.8327,69.43760270270272,73.96154000000001,71.43289701492533,63.8582,73.8237,63.8582,3
491,11,591,76.8189,76.8189,76.8189,69.3814333333333,74.12866000000001,71.37278405797102,57.877,73.8257,57.877,3
492,12,630,76.8189,76.8189,76.8189,69.48426666666667,74.32876,71.50356811594202,62.8571,73.8257,62.8571,3
493,13,669,76.8189,76.8189,76.8189,69.42577441860466,74.66226000000002,71.44069999999999,63.8569,73.8284,63.8569,3
494,14,712,76.8191,76.8191,76.8191,70.05065416666669,75.22742,71.82434871794868,60.8772,73.8332,60.8772,3
495,15,760,76.8215,76.8215,76.8215,70.99289384615388,75.99026,72.3301126315789,60.8618,74.8293,60.8618,3
496,16,825,76.8197,76.8215,76.8215,71.67560405405408,76.55387,72.92021634615386,63.8612,75.8238,63.8612,3
497,17,899,76.8214,76.8215,76.8215,72.53002058823532,76.81943666666669,73.44453181818183,63.8534,76.8189,63.8534,3
498,18,1001,76.8214,76.8215,76.8215,70.59737837837841,76.81957666666669,73.38337462686569,61.8688,76.8189,61.8688,3
499,19,1038,76.8215,76.8215,76.8215,71.56659791666668,76.81980333333334,73.5869743589744,64.86,76.8189,64.86,3
500,20,1086,76.8215,76.8215,76.8215,71.65107966101694,76.82020000000003,73.39334606741575,56.8878,76.8189,56.8878,3
501,21,1145,76.8218,76.8218,76.8218,71.35363970588233,76.82071333333334,73.02707653061226,62.856,76.8197,62.856,3
502,22,1213,76.823,76.823,76.823,71.54433103448275,76.82135333333333,73.34309772727273,58.8751,76.8206,58.8751,3
503,23,1271,76.8244,76.8244,76.8244,69.35697560975612,76.82156333333334,72.51093802816902,59.8669,76.8206,59.8669,3
504,24,1312,76.823,76.8244,76.8244,69.97523684210525,76.82169,72.99567499999999,62.8645,76.8206,62.8645,3
505,25,1350,76.8231,76.8244,76.8244,70.24832432432436,76.82182666666668,73.1916223880597,63.8566,76.8206,63.8566,3
506,26,1387,76.8244,76.8244,76.8244,70.92657872340426,76.82216666666665,73.22342857142858,60.8707,76.8214,60.8707,3
507,27,1434,77.819,77.819,77.819,71.53533913043479,76.85587666666666,73.62224473684209,61.8638,76.8215,61.8638,3
508,28,1480,76.8244,77.819,77.819,69.21289333333333,76.85597333333334,73.034385,60.8752,76.8215,60.8752,3
509,29,1510,76.823,77.819,77.819,69.63221212121213,76.85603666666667,73.0720984126984,63.8657,76.8215,63.8657,3
510,30,1543,76.8244,77.819,77.819,70.8409411764706,76.85627333333336,73.66051718750002,62.8666,76.8218,62.8666,3
511,31,1577,77.8184,77.819,77.819,69.00800322580645,76.88957333333336,72.86780819672131,58.8738,76.8219,58.8738,3
512,32,1608,77.8184,77.819,77.819,69.68164324324324,76.92286000000003,72.90907462686569,61.8661,76.8219,61.8661,3
513,33,1645,77.819,77.819,77.819,70.89069250000001,77.05572333333335,73.47590714285715,63.8577,76.8223,63.8577,3
514,34,1685,77.8199,77.8199,77.8199,70.37913902439021,77.12216333333335,73.20023098591548,63.8587,76.823,63.8587,3
515,35,1726,77.8192,77.8199,77.8199,72.95963035714284,77.38763999999999,74.41167674418607,59.8711,76.8233,59.8711,3
516,36,1782,78.8161,78.8161,78.8161,72.80787972972973,77.9183266666667,74.12896442307695,61.8654,77.8182,61.8654,3
517,37,1856,78.8161,78.8161,78.8161,71.11718611111112,77.95167000000005,74.20861363636368,59.8731,77.8182,59.8731,3
518,38,1892,78.8161,78.8161,78.8161,71.41029523809524,78.05137666666671,74.13586805555559,62.8608,77.8184,62.8608,3
519,39,1934,78.8163,78.8163,78.8163,71.77558333333336,78.25104333333333,74.18935,58.8702,77.8184,58.8702,3
520,40,1982,78.8168,78.8168,78.8168,73.28150921052634,78.61688333333336,74.6879811320755,59.8702,77.8199,59.8702,3
521,41,2058,78.819,78.819,78.819,74.69123936170212,78.81619333333336,75.64099193548385,63.8601,78.8157,63.8601,3
522,42,2152,78.819,78.819,78.819,70.32954857142859,78.81638000000001,74.24646153846156,62.8719,78.8157,62.8719,3
523,43,2187,78.8184,78.819,78.819,71.64388695652177,78.81648333333334,74.47513421052633,62.8609,78.8157,62.8609,3
524,44,2233,78.819,78.819,78.819,72.68603962264152,78.81689666666666,74.90186265060241,59.8822,78.8161,59.8822,3
525,45,2286,78.8203,78.8203,78.8203,72.72701875,78.81750333333333,74.67059680851062,61.8664,78.8161,61.8664,3
526,46,2350,79.8138,79.8138,79.8138,72.6283125,78.85085666666667,75.00877051282049,58.8769,78.8161,58.8769,3
527,47,2398,79.8142,79.8142,79.8142,70.094996875,78.88412666666666,74.33170322580646,60.875,78.8161,60.875,3
528,48,2430,79.8142,79.8142,79.8142,70.5792394736842,79.01719666666666,74.24316029411764,61.8632,78.8161,61.8632,3
529,49,2468,79.8146,79.8146,79.8146,72.70986808510636,79.18362000000003,75.16726883116885,62.8647,78.818,62.8647,3
530,50,2515,79.8157,79.8157,79.8157,72.73314705882353,79.31649333333334,74.70778163265307,62.867,78.818,62.867,3
531,51,2583,80.8121,80.8121,80.8121,73.90186027397263,79.74797999999997,75.4789378640777,60.8699,78.8198,60.8699,3
532,52,2656,79.8142,80.8121,80.8121,72.49304590163935,79.78112666666662,74.88478241758237,61.8649,78.8203,61.8649,3
533,53,2717,80.8117,80.8121,80.8121,71.94380298507465,79.88062333333332,74.36771752577317,62.8616,79.8122,62.8616,3
534,54,2784,80.8123,80.8123,80.8123,71.83968055555557,79.91397333333333,75.49465454545455,63.8629,79.8138,63.8629,3
535,55,2820,80.8123,80.8123,80.8123,72.90563488372094,80.11372666666665,75.78577397260274,62.8652,79.8138,62.8652,3
536,56,2863,80.8148,80.8148,80.8148,74.40803636363637,80.51315333333334,76.1910645833333,58.8722,79.8147,58.8722,3
537,57,2929,80.815,80.815,80.815,74.16991162790697,80.81239333333338,75.81040517241385,63.8579,80.8115,63.8579,3
538,58,3015,80.815,80.815,80.815,71.78896923076923,80.81266333333339,75.71219710144929,62.8625,80.8117,62.8625,3
539,59,3054,80.815,80.815,80.815,72.60976666666669,80.81286000000004,75.76472692307696,63.8653,80.8119,63.8653,3
540,60,3102,80.815,80.815,80.815,74.03415200000002,80.8134466666667,76.57616750000007,64.8626,80.8121,64.8626,3
541,61,3152,80.8158,80.8158,80.8158,74.889516091954,80.81462000000002,76.40847264957266,63.8577,80.8134,63.8577,3
542,62,3239,81.8103,81.8103,81.8103,74.51725949367086,80.84814000000004,76.25047798165137,62.8638,80.8145,62.8638,3
543,63,3318,81.8108,81.8108,81.8108,70.36163548387096,80.88135000000005,75.51893278688527,60.8785,80.8145,60.8785,3
544,64,3349,81.8103,81.8108,81.8108,72.06987714285712,80.91456333333339,76.1367107692308,64.8639,80.8146,64.8639,3
545,65,3384,81.8108,81.8108,81.8108,71.59270277777777,80.94777000000003,75.82991212121213,61.8615,80.8148,61.8615,3
546,66,3420,81.8108,81.8108,81.8108,73.7613275,81.01417333333335,76.84123142857148,62.8698,80.8148,62.8698,3
547,67,3460,81.8104,81.8108,81.8108,74.14801176470588,81.18015666666669,76.69103456790127,64.8621,80.815,64.8621,3
548,68,3511,81.8105,81.8108,81.8108,74.4345090909091,81.31285666666669,76.81532588235297,65.8616,80.815,65.8616,3
549,69,3566,81.8114,81.8114,81.8114,75.16091052631576,81.61152666666668,76.90202735849056,59.88,80.815,59.88,3
550,70,3642,81.811,81.8114,81.8114,75.58308350515462,81.81051000000005,77.00712519685038,64.8639,81.8103,64.8639,3
551,71,3739,81.8114,81.8114,81.8114,72.48169761904762,81.81058000000004,76.36870277777781,64.8549,81.8103,64.8549,3
552,72,3781,81.8115,81.8115,81.8115,73.78591500000002,81.8106866666667,77.22505714285712,63.8654,81.8103,63.8654,3
553,73,3821,81.8111,81.8115,81.8115,73.72453555555556,81.8107666666667,76.95899600000001,62.8689,81.8103,62.8689,3
554,74,3866,81.8116,81.8116,81.8116,74.24044067796609,81.81094666666665,76.7922359550562,61.8666,81.8104,61.8666,3
555,75,3925,81.8116,81.8116,81.8116,74.60377540983605,81.81111666666668,76.97976593406594,61.8701,81.8108,61.8701,3
556,76,3986,81.8116,81.8116,81.8116,74.69185312499998,81.81130000000003,76.96395851063829,62.8613,81.8109,62.8613,3
557,77,4050,81.8116,81.8116,81.8116,75.26509736842108,81.81145666666667,77.11779622641514,64.8574,81.8112,64.8574,3
558,78,4126,81.8123,81.8123,81.8123,76.05148787878788,81.81158666666666,77.39101550387599,65.8551,81.8114,65.8551,3
559,79,4225,81.8123,81.8123,81.8123,70.93524848484846,81.81161666666664,76.11445714285712,62.8703,81.8114,62.8703,3
560,80,4258,81.8119,81.8123,81.8123,71.61098205128205,81.8116333333333,76.04604057971012,63.8638,81.8115,63.8638,3
561,81,4297,81.8123,81.8123,81.8123,72.83820749999998,81.81168666666665,76.68396142857141,63.8751,81.8115,63.8751,3
562,82,4337,81.8125,81.8125,81.8125,74.36362549019607,81.81181666666666,77.12216666666666,62.8644,81.8116,62.8644,3
563,83,4388,81.8123,81.8125,81.8125,73.90291186440678,81.81193333333334,76.56883483146068,62.8652,81.8116,62.8652,3
564,84,4447,81.8143,81.8143,81.8143,74.65114833333337,81.81213333333335,77.0380766666667,60.8792,81.8116,60.8792,3
565,85,4507,81.8143,81.8143,81.8143,72.71380937500001,81.81233000000003,77.11622419354839,62.8673,81.8116,62.8673,3
566,86,4539,81.8143,81.8143,81.8143,73.8373027777778,81.81244333333339,77.46231515151514,63.8697,81.8116,63.8697,3
567,87,4575,81.8143,81.8143,81.8143,72.4623162162162,81.81272000000006,76.6489402985075,60.867,81.8119,60.867,3
568,88,4612,81.8143,81.8143,81.8143,74.01248695652176,81.81315333333335,77.0915263157895,63.8664,81.8123,63.8664,3
569,89,4658,81.8143,81.8143,81.8143,74.23381323529412,81.81334000000003,76.55401938775512,63.8633,81.8123,63.8633,3
570,90,4726,81.8143,81.8143,81.8143,75.46485921052631,81.81393333333335,77.26159905660377,63.8643,81.8123,63.8643,3
571,91,4802,81.8145,81.8145,81.8145,75.82299519230767,81.81429333333334,77.16424999999998,63.8661,81.8141,63.8661,3
572,92,4906,81.8145,81.8145,81.8145,73.14061666666667,81.81430666666667,76.0318422222222,63.8633,81.8141,63.8633,3
573,93,4966,81.8143,81.8145,81.8145,72.77918437499999,81.81431333333333,75.6627340425532,62.8632,81.8143,62.8632,3
574,94,5030,81.8145,81.8145,81.8145,72.60527894736842,81.81432,76.66808823529412,63.8639,81.8143,63.8639,3
575,95,5068,81.8145,81.8145,81.8145,73.08403513513514,81.81433333333334,76.99311791044778,63.861,81.8143,63.861,3
576,96,5105,81.8145,81.8145,81.8145,73.1500619047619,81.81436000000001,76.76017500000002,63.8711,81.8143,63.8711,3
577,97,5147,81.8145,81.8145,81.8145,73.85734716981132,81.81438,76.73337590361446,62.8641,81.8143,62.8641,3
578,98,5200,81.8147,81.8147,81.8147,74.95183999999998,81.81444666666665,77.23935333333331,59.8815,81.8143,59.8815,3
579,99,5260,81.8147,81.8147,81.8147,72.88126734693877,81.81445999999998,76.27361392405062,63.8662,81.8143,63.8662,3
580,100,5309,81.8143,81.8147,81.8147,72.99957936507937,81.81445999999998,75.84308924731181,61.8732,81.8143,61.8732,3
581,101,5372,81.8147,81.8147,81.8147,73.42184776119404,81.81447333333331,76.01750103092785,64.8553,81.8143,64.8553,3
582,102,5439,81.8145,81.8147,81.8147,73.03364385964909,81.81447999999997,76.06151609195399,60.8677,81.8143,60.8677,3
583,103,5496,81.8147,81.8147,81.8147,73.43678387096776,81.81454666666664,76.16864130434784,62.8761,81.8145,62.8761,3
584,104,5558,81.8147,81.8147,81.8147,74.3610507936508,81.81457333333331,76.76540430107529,60.8705,81.8145,60.8705,3
585,105,5621,81.8147,81.8147,81.8147,74.52078421052633,81.8146133333333,77.03588390804593,62.8606,81.8145,62.8606,3
586,106,5678,81.8147,81.8147,81.8147,74.96893999999998,81.81469333333328,76.68035833333333,62.8703,81.8145,62.8703,3
587,107,5768,81.8147,81.8147,81.8147,75.60109568965518,81.81469999999995,76.8778623287671,65.8649,81.8147,65.8649,3
588,108,5884,81.8147,81.8147,81.8147,72.7732813559322,81.81469999999995,75.82095056179776,65.8518,81.8147,65.8518,3
589,109,5943,81.8147,81.8147,81.8147,72.87149850746266,81.81469999999995,75.63743711340203,64.8629,81.8147,64.8629,3
590,110,6010,81.8147,81.8147,81.8147,72.98546666666665,81.81469999999995,75.6609919191919,64.8587,81.8147,64.8587,3
591,111,6079,81.8149,81.8149,81.8149,73.25090273972602,81.81470666666661,75.74521262135922,62.8684,81.8147,62.8684,3
592,112,6152,79.8214,81.8149,81.8149,72.00956333333332,81.81470666666661,76.91213499999996,61.864,81.8147,61.864,3
593,113,6182,79.8232,81.8149,81.8149,71.51131818181817,81.81470666666661,76.41769365079361,63.8633,81.8147,63.8633,3
594,114,6215,81.8147,81.8149,81.8149,71.37376388888887,81.81470666666661,76.11964696969696,62.8693,81.8147,62.8693,3
595,115,6251,81.8147,81.8149,81.8149,70.6292375,81.81470666666661,76.04156129032253,60.8712,81.8147,60.8712,3
596,116,6283,81.8149,81.8149,81.8149,72.61431999999999,81.81471333333327,76.86065230769228,60.8698,81.8147,60.8698,3
597,117,6318,81.8149,81.8149,81.8149,73.83780256410253,81.81472666666663,77.30602463768119,65.8603,81.8147,65.8603,3
598,118,6357,81.8145,81.8149,81.8149,71.07355428571428,81.81472666666663,76.03101846153845,62.8654,81.8147,62.8654,3
599,119,6392,81.8149,81.8149,81.8149,73.19938974358975,81.8147333333333,76.94518840579708,63.8664,81.8147,63.8664,3
600,0,0,67.8574,67.8574,67.8574,61.60129333333332,61.60129333333332,61.60129333333332,54.8843,54.8843,54.8843,7
601,1,30,67.8578,67.8578,67.8578,63.29225555555556,66.05902999999999,62.746783870967704,53.8699,64.8591,53.8699,7
602,2,93,70.8519,70.8519,70.8519,65.32153999999998,67.98519666666668,65.55443157894733,58.871,66.8601,58.871,7
603,3,158,70.8519,70.8519,70.8519,65.72698157894737,68.45356000000001,66.72325294117648,59.8679,67.8481,59.8679,7
604,4,196,70.8521,70.8521,70.8521,66.76336153846157,69.48803666666667,67.38172682926827,57.8771,67.8611,57.8771,7
605,5,248,73.8451,73.8451,73.8451,67.30466111111107,70.58618666666666,67.94683039215683,58.8805,69.8486,58.8805,7
606,6,320,73.8451,73.8451,73.8451,67.66564999999999,71.11871333333335,68.9931666666667,60.8713,69.8586,60.8713,7
607,7,356,73.8451,73.8451,73.8451,68.4526191489362,71.65061333333338,69.49135714285714,61.8751,70.8519,61.8751,7
608,8,403,73.8451,73.8451,73.8451,68.69956666666668,72.68176333333331,69.79254691358027,59.8744,70.8527,59.8744,7
609,9,454,73.8453,73.8453,73.8453,69.78778666666665,73.64583333333333,70.6146371428571,61.8745,72.8482,61.8745,7
610,10,529,73.8453,73.8453,73.8453,70.16278727272726,73.84511333333333,70.90915428571424,62.8723,73.8451,62.8723,7
611,11,639,73.8453,73.8453,73.8453,67.72271891891896,73.84513333333334,70.46408955223878,62.8695,73.8451,62.8695,7
612,12,676,73.8438,73.8453,73.8453,67.44443170731707,73.84513333333334,70.14895352112677,58.8759,73.8451,58.8759,7
613,13,717,73.8455,73.8455,73.8455,68.36875581395348,73.84515333333334,70.61932191780822,61.8711,73.8451,61.8711,7
614,14,760,73.8455,73.8455,73.8455,68.1136465116279,73.84518,70.46906027397259,60.8659,73.8451,60.8659,7
615,15,803,73.8461,73.8461,73.8461,68.15824599999999,73.84527333333332,70.29084624999999,61.873,73.8451,61.873,7
616,16,853,73.8461,73.8461,73.8461,68.69910526315789,73.84534666666666,70.96947352941176,63.8659,73.8451,63.8659,7
617,17,891,73.8463,73.8463,73.8463,68.52431904761906,73.84547999999998,70.74141388888887,62.8644,73.8451,62.8644,7
618,18,933,73.8463,73.8463,73.8463,68.85721568627451,73.84559999999996,70.7047209876543,61.8679,73.8453,61.8679,7
619,19,984,73.8463,73.8463,73.8463,68.74003333333333,73.84580666666665,70.63098395061726,60.873,73.8453,60.873,7
620,20,1035,73.8463,73.8463,73.8463,69.19031363636365,73.84609333333331,70.6451552083333,59.8762,73.8457,59.8762,7
621,21,1101,73.8463,73.8463,73.8463,70.17895142857142,73.84618000000002,70.99387185185185,59.8818,73.8461,59.8818,7
622,22,1206,73.8463,73.8463,73.8463,69.67580163934426,73.84624000000001,71.05065164835167,62.8716,73.8461,62.8716,7
623,23,1267,73.8463,73.8463,73.8463,70.51436699029126,73.84629999999999,71.26591729323313,61.8657,73.8463,61.8657,7
624,24,1370,73.8469,73.8469,73.8469,69.06322647058823,73.84632666666666,70.52743265306121,63.8644,73.8463,63.8644,7
625,25,1438,73.8469,73.8469,73.8469,67.88713142857142,73.84634666666666,70.63752923076922,57.8744,73.8463,57.8744,7
626,26,1473,74.8427,74.8427,74.8427,68.58225250000001,73.87977333333332,70.83829285714286,61.873,73.8463,61.873,7
627,27,1513,74.8427,74.8427,74.8427,68.79316875,73.91299999999998,71.25442903225807,61.8697,73.8463,61.8697,7
628,28,1545,74.8427,74.8427,74.8427,68.38566388888889,73.97942666666664,70.89808939393939,61.8698,73.8463,61.8698,7
629,29,1581,74.8435,74.8435,74.8435,69.01831395348837,74.14548666666666,71.0571273972603,57.8787,73.8463,57.8787,7
630,30,1624,74.8442,74.8442,74.8442,70.7243890909091,74.47769666666667,71.9318352941177,61.8691,73.8465,61.8691,7
631,31,1679,75.8411,75.8411,75.8411,71.51666444444447,74.87625999999999,72.25692250000004,62.8594,74.8427,62.8594,7
632,32,1769,74.8438,75.8411,75.8411,68.00853636363635,74.87629666666665,71.27888095238093,61.877,74.8427,61.877,7
633,33,1802,75.8407,75.8411,75.8411,69.94968387096773,74.90957666666667,72.37260819672132,62.8677,74.8427,62.8677,7
634,34,1833,75.8414,75.8414,75.8414,69.62545999999999,75.04272,72.0642830769231,60.873,74.8427,60.873,7
635,35,1868,75.8408,75.8414,75.8414,70.50488260869565,75.14268666666668,72.2961342105263,62.8699,74.8427,62.8699,7
636,36,1914,75.8419,75.8419,75.8419,71.86846730769231,75.54193333333333,73.06635243902439,61.8698,74.8437,61.8698,7
637,37,1966,76.8395,76.8395,76.8395,72.28239222222221,75.87446666666669,73.0972775,61.8753,75.8407,61.8753,7
638,38,2056,76.8395,76.8395,76.8395,69.79369090909091,75.94119000000003,72.68929841269845,61.8677,75.8407,61.8677,7
639,39,2089,76.8397,76.8397,76.8397,70.90163749999999,76.00796333333338,73.06144571428574,62.8684,75.8409,62.8684,7
640,40,2129,76.8397,76.8397,76.8397,70.80950000000001,76.14111333333337,72.83487532467534,59.8784,75.8411,59.8784,7
641,41,2176,76.8399,76.8399,76.8399,72.50391896551727,76.54062333333336,73.74387159090908,65.8625,75.8416,65.8625,7
642,42,2234,76.8397,76.8399,76.8399,72.54103406593406,76.83957333333336,73.53266776859503,62.8688,76.8395,62.8688,7
643,43,2325,76.8399,76.8399,76.8399,71.31760222222222,76.83959333333335,73.52639066666664,62.8667,76.8395,62.8667,7
644,44,2370,76.8399,76.8399,76.8399,70.33422399999999,76.83962000000001,72.77373749999997,61.8662,76.8395,61.8662,7
645,45,2420,76.8399,76.8399,76.8399,71.17293396226415,76.83964666666667,73.22113373493976,63.8647,76.8395,63.8647,7
646,46,2473,76.8399,76.8399,76.8399,70.70970816326532,76.83969333333334,73.0375329113924,61.8735,76.8395,61.8735,7
647,47,2522,76.8399,76.8399,76.8399,71.81752333333334,76.83976666666666,73.49157999999998,59.8797,76.8397,59.8797,7
648,48,2582,76.8401,76.8401,76.8401,72.16718730158732,76.83983999999997,73.67447096774193,56.8841,76.8397,56.8841,7
649,49,2645,76.8401,76.8401,76.8401,71.0625596491228,76.83988666666663,73.05472528735628,62.8757,76.8397,62.8757,7
650,50,2702,76.8418,76.8418,76.8418,70.68384647887324,76.83999666666662,72.51237326732672,58.8817,76.8399,58.8817,7
651,51,2773,76.8418,76.8418,76.8418,69.53983714285714,76.84005999999997,72.90914153846151,60.876,76.8399,60.876,7
652,52,2808,76.842,76.842,76.842,70.80085128205128,76.84019333333329,73.42659420289851,62.869,76.8399,62.869,7
653,53,2847,76.842,76.842,76.842,70.16721428571428,76.84038999999999,73.24705076923075,60.8676,76.8399,60.8676,7
654,54,2882,76.843,76.843,76.843,71.0787830188679,76.84095666666664,73.16129156626504,59.8722,76.8399,59.8722,7
655,55,2935,76.843,76.843,76.843,71.4328672727273,76.84149999999997,73.3416047058823,62.8665,76.8399,62.8665,7
656,56,2990,76.8435,76.8435,76.8435,72.26208375000002,76.84212999999998,73.51101545454547,66.8553,76.8414,66.8553,7
657,57,3070,76.8435,76.8435,76.8435,70.7849181818182,76.84238333333336,73.24054459459458,62.8694,76.8418,62.8694,7
658,58,3114,76.8436,76.8436,76.8436,72.1591490909091,76.84284333333335,73.81205529411764,63.856700000000004,76.842,63.856700000000004,7
659,59,3169,76.8446,76.8446,76.8446,72.03813466666668,76.84328666666667,73.41090857142858,63.8675,76.8428,63.8675,7
660,60,3244,76.8446,76.8446,76.8446,70.13124444444446,76.84337666666666,73.18217272727269,63.8555,76.843,63.8555,7
661,61,3280,76.8446,76.8446,76.8446,70.82404444444445,76.84349999999998,73.56010454545452,63.8593,76.843,63.8593,7
662,62,3316,76.8446,76.8446,76.8446,71.43597916666667,76.84359999999997,73.51579487179484,62.8687,76.843,62.8687,7
663,63,3364,77.8406,77.8406,77.8406,72.16713684210528,76.87732333333335,73.77971034482758,60.8652,76.8434,60.8652,7
664,64,3421,77.8402,77.8406,77.8406,69.85535666666668,76.91059,73.36634000000001,63.871,76.8434,63.871,7
665,65,3451,77.8375,77.8406,77.8406,70.82523055555555,76.94380999999997,73.591303030303,60.8736,76.8435,60.8736,7
666,66,3487,78.8369,78.8369,78.8369,70.49506153846151,77.07660999999997,73.29886521739131,60.8684,76.8436,60.8684,7
667,67,3526,76.8413,78.8369,78.8369,69.20612702702704,77.07660999999997,72.730223880597,59.8689,76.8436,59.8689,7
668,68,3563,77.8407,78.8369,78.8369,70.21453611111113,77.17613666666662,73.33366060606062,59.8747,76.8444,59.8747,7
669,69,3599,77.8382,78.8369,78.8369,70.7371511627907,77.20926999999996,73.38330958904109,62.8688,76.8446,62.8688,7
670,70,3642,78.8369,78.8369,78.8369,70.67489333333334,77.34189333333329,73.28864399999999,60.8741,76.8446,60.8741,7
671,71,3687,77.8406,78.8369,78.8369,70.81579245283018,77.54073666666666,73.17462409638556,63.8635,76.8446,63.8635,7
672,72,3740,77.8413,78.8369,78.8369,71.35236346153846,77.67333666666669,73.61640243902438,62.8699,76.8446,62.8699,7
673,73,3792,78.8369,78.8369,78.8369,72.30229687500001,77.97173000000001,74.01645851063829,62.8705,77.8375,62.8705,7
674,74,3856,78.8371,78.8371,78.8371,71.93696086956524,78.03866,74.31910657894737,60.8708,77.8375,60.8708,7
675,75,3902,78.8371,78.8371,78.8371,72.32577619047618,78.23846,74.70614444444446,63.8608,77.8381,63.8608,7
676,76,3944,78.8371,78.8371,78.8371,72.86354999999998,78.53794666666667,74.54320937499996,58.8695,77.84,58.8695,7
677,77,4010,79.8327,79.8327,79.8327,74.23906067415729,78.87013333333331,75.32281344537816,64.8648,78.8367,64.8648,7
678,78,4099,79.8327,79.8327,79.8327,71.36563714285714,78.9365333333333,74.82925076923075,63.8626,78.8369,63.8626,7
679,79,4134,79.8327,79.8327,79.8327,72.46572352941178,79.00291999999996,75.49891562500002,61.8755,78.8369,61.8755,7
680,80,4168,79.8329,79.8329,79.8329,72.55053829787235,79.13570666666664,75.06445324675322,61.8702,78.8369,61.8702,7
681,81,4215,79.8329,79.8329,79.8329,73.11076315789472,79.40125999999995,75.18832988505744,60.8802,78.8369,60.8802,7
682,82,4272,79.8329,79.8329,79.8329,73.65821294117647,79.83275999999996,75.15639913043474,63.8648,79.8327,63.8648,7
683,83,4357,79.8329,79.8329,79.8329,72.608268,79.83279333333329,75.31745249999997,59.8738,79.8327,59.8738,7
684,84,4407,79.8329,79.8329,79.8329,74.70983880597012,79.83284666666661,76.29425773195872,64.8647,79.8327,64.8647,7
685,85,4474,79.8333,79.8333,79.8333,74.27188292682928,79.83291333333327,75.76142678571425,62.869,79.8329,62.869,7
686,86,4556,79.8329,79.8333,79.8333,70.75253333333333,79.83291333333327,75.2927233333333,63.8663,79.8329,63.8663,7
687,87,4586,77.8369,79.8333,79.8333,69.38392058823528,79.83291333333327,74.28188593749998,58.8849,79.8329,58.8849,7
688,88,4620,79.8329,79.8333,79.8333,70.71916333333334,79.83291333333327,75.27603833333328,63.8676,79.8329,63.8676,7
689,89,4650,79.8331,79.8333,79.8333,70.96934411764704,79.83291999999993,75.12414218749996,61.8723,79.8329,61.8723,7
690,90,4684,79.8321,79.8333,79.8333,71.37742894736843,79.83291999999993,75.10779264705879,62.8676,79.8329,62.8676,7
691,91,4722,78.8367,79.8333,79.8333,71.85034857142857,79.83291999999993,75.53461230769227,64.8673,79.8329,64.8673,7
692,92,4757,79.8333,79.8333,79.8333,71.35035555555558,79.83293333333327,75.20606666666662,63.8605,79.8329,63.8605,7
693,93,4793,79.8333,79.8333,79.8333,73.04722999999997,79.83296666666661,75.95538857142853,59.8826,79.8329,59.8826,7
694,94,4833,79.8333,79.8333,79.8333,72.82711875000001,79.8329866666666,75.52167564102562,57.8791,79.8329,57.8791,7
695,95,4881,79.8333,79.8333,79.8333,72.18903,79.83301999999995,75.05551374999996,61.869,79.8329,61.869,7
696,96,4931,79.8333,79.8333,79.8333,73.53504426229507,79.83307999999995,75.61129999999996,62.8695,79.8329,62.8695,7
697,97,4992,79.8333,79.8333,79.8333,72.76269830508477,79.83313999999999,75.14597303370788,62.8664,79.8329,62.8664,7
698,98,5051,79.8333,79.8333,79.8333,73.74216206896551,79.83323333333331,75.30395128205123,62.8653,79.8331,62.8653,7
699,99,5138,79.8333,79.8333,79.8333,74.79917666666668,79.83327999999997,76.05769083333333,63.8671,79.8331,63.8671,7
700,100,5228,79.8335,79.8335,79.8335,75.00073157894737,79.83330666666664,76.0075125,64.8633,79.8333,64.8633,7
701,101,5342,79.8335,79.8335,79.8335,71.15592499999998,79.83331333333331,75.1001893939394,63.8665,79.8333,63.8665,7
702,102,5378,77.8395,79.8335,79.8335,72.18146111111112,79.83331333333331,75.65957575757574,62.8685,79.8333,62.8685,7
703,103,5414,78.8349,79.8335,79.8335,71.59136571428571,79.83331333333331,75.39534153846151,63.8604,79.8333,63.8604,7
704,104,5449,79.8335,79.8335,79.8335,71.90590285714285,79.83331999999997,75.56470769230768,62.8633,79.8333,62.8633,7
