63,1596	1
63,1598	1
63,1594	1
63,1594	1
60,1519	1
60,1525	1
58,1518	1
64,1624	1
64,1636	1
64,1618	1
60,1557	1
64,1618	1
62,1537	1
64,1622	1
64,1624	1
62,1550	1
64,1624	1
59,1641	1
64,1624	1
61,1548	1
64,1624	1
64,1624	1
62,1654	1
59,1513	1
64,1624	1
62,1580	1
64,1624	1
64,1624	1
62,1630	1
63,1659	1
63,1596	1
63,1622	1
64,1641	1
64,1624	1
61,1576	1
60,1518	1
61,1527	1
61,1569	1
64,1640	1
63,1624	1
59,1556	1
64,1644	1
63,1626	1
61,1570	1
62,1567	1
60,1593	1
64,1610	1
61,1631	1
60,1616	1
59,1475	1
64,1628	1
63,1625	1
61,1549	1
62,1671	1
62,1598	1
62,1588	1
63,1626	1
60,1530	1
63,1611	1
60,1553	1
66,1723	1
64,1571	1
65,1681	1
65,1702	1
66,1725	1
63,1640	1
65,1693	1
63,1725	1
60,1606	1
62,1631	1
66,1723	1
66,1723	1
65,1687	1
66,1711	1
64,1716	1
64,1683	1
62,1667	1
63,1624	1
66,1740	1
66,1723	1
66,1723	1
64,1695	1
66,1723	1
59,1601	1
63,1714	1
61,1569	1
66,1723	1
65,1736	1
66,1738	1
66,1723	1
66,1705	1
63,1682	1
67,1719	1
67,1703	1
63,1718	1
67,1719	1
65,1779	1
65,1744	1
66,1703	1
68,1761	1
64,1686	1
65,1680	1
67,1779	1
68,1761	1
66,1654	1
62,1630	1
68,1765	1
66,1742	1
64,1739	1
66,1722	1
67,1731	1
63,1644	1
67,1713	1
69,1789	1
69,1789	1
69,1789	1
69,1826	1
68,1759	1
67,1724	1
68,1767	1
60,1597	1
64,1698	1
68,1816	1
68,1787	1
69,1824	1
69,1789	1
65,1689	1
67,1775	1
69,1789	1
69,1785	1
62,1615	1
63,1664	1
61,1601	1
69,1789	1
63,1618	1
67,1755	1
69,1789	1
65,1694	1
67,1671	1
64,1652	1
68,1780	1
65,1790	1
62,1646	1
69,1789	1
69,1789	1
