netlist length,routability by arb 20x20,routability of mean 20x20,routability best of 20x20,routability worst of 20x20,routability by arb 30x30,routability of mean 30x30,routability best of 30x30,routability worst of 30x30,routability by arb 40x40,routability of mean 40x40,routability best of 40x40,routability worst of 40x40,routability by arb 50x50,routability of mean 50x50,routability best of 50x50,routability worst of 50x50,routability by arb 60x60,routability of mean 60x60,routability best of 60x60,routability worst of 60x60,routability by arb 70x70,routability of mean 70x70,routability best of 70x70,routability worst of 70x70,routability by arb 80x80,routability of mean 80x80,routability best of 80x80,routability worst of 80x80,routability by arb 90x90,routability of mean 90x90,routability best of 90x90,routability worst of 90x90,routability by arb 100x100,routability of mean 100x100,routability best of 100x100,routability worst of 100x100
36,0.7763888888888889,0.7852847222222222,0.9166666666666666,0.6486111111111111,0.9194444444444444,0.9219999999999999,0.9972222222222222,0.8055555555555556,0.9444444444444444,0.9552777777777778,1.0,0.8541666666666666,0.9715277777777778,0.9647569444444445,1.0,0.8763888888888889,0.975,0.9754583333333333,1.0,0.8930555555555555,0.9777777777777777,0.9789236111111111,1.0,0.9097222222222222,0.9875,0.9877152777777778,1.0,0.9263888888888888,0.9888888888888889,0.9888819444444444,1.0,0.9208333333333333,0.9930555555555556,0.9914722222222222,1.0,0.9347222222222222
37,0.7770270270270271,0.7671013513513514,0.8945945945945946,0.6243243243243243,0.9297297297297298,0.9198581081081081,0.995945945945946,0.8081081081081082,0.9581081081081081,0.9536148648648648,0.9986486486486487,0.8527027027027028,0.9587837837837838,0.9620743243243244,1.0,0.8628378378378379,0.9716216216216217,0.9736891891891892,1.0,0.9,0.9797297297297297,0.9837094594594594,1.0,0.9148648648648648,0.9824324324324324,0.982722972972973,1.0,0.9202702702702703,0.9824324324324325,0.981804054054054,1.0,0.9148648648648648,0.9905405405405405,0.988,1.0,0.9337837837837838
38,0.7789473684210526,0.7676052631578948,0.8894736842105263,0.6302631578947369,0.9236842105263158,0.9195131578947369,0.9973684210526316,0.8065789473684211,0.9447368421052631,0.9468684210526316,1.0,0.8421052631578947,0.9532894736842106,0.955608552631579,1.0,0.8598684210526316,0.9736842105263158,0.9675789473684211,1.0,0.881578947368421,0.968421052631579,0.975,1.0,0.8907894736842106,0.9855263157894737,0.9835263157894737,1.0,0.9184210526315789,0.9907894736842106,0.9860197368421052,1.0,0.9223684210526315,0.9815789473684211,0.9871447368421052,1.0,0.9249999999999999
39,0.7679487179487179,0.7648461538461538,0.8884615384615385,0.6307692307692307,0.908974358974359,0.908051282051282,0.9948717948717949,0.791025641025641,0.9384615384615385,0.9495192307692308,1.0,0.8538461538461538,0.967948717948718,0.9608141025641026,1.0,0.8692307692307693,0.9756410256410256,0.9689423076923077,1.0,0.8833333333333333,0.9846153846153846,0.979051282051282,1.0,0.9102564102564102,0.9769230769230769,0.9801666666666666,1.0,0.9064102564102564,0.9833333333333333,0.985801282051282,1.0,0.9217948717948719,0.982051282051282,0.9816602564102564,1.0,0.9256410256410257
40,0.7275,0.74746875,0.88375,0.61,0.8975,0.90338125,0.9924999999999999,0.7825,0.9562499999999999,0.9380375,1.0,0.82625,0.954375,0.953940625,1.0,0.8525,0.9662499999999999,0.96493125,1.0,0.87625,0.96875,0.97328125,1.0,0.9,0.97375,0.97851875,1.0,0.90375,0.98,0.9810625000000001,1.0,0.9137500000000001,0.98625,0.9864625,1.0,0.9175
41,0.7390243902439024,0.7427560975609756,0.8682926829268293,0.6036585365853658,0.9,0.904310975609756,0.9926829268292683,0.7841463414634147,0.9524390243902439,0.9382378048780488,0.998780487804878,0.8219512195121951,0.9536585365853658,0.954390243902439,1.0,0.8548780487804878,0.9707317073170731,0.9665853658536585,1.0,0.8804878048780488,0.9621951219512195,0.9695975609756098,1.0,0.8902439024390244,0.974390243902439,0.9773719512195121,1.0,0.9024390243902439,0.9829268292682927,0.9821768292682926,1.0,0.9219512195121952,0.9841463414634146,0.9854817073170732,1.0,0.9243902439024391
42,0.7321428571428571,0.725125,0.8511904761904762,0.594047619047619,0.8976190476190476,0.8897619047619048,0.9833333333333333,0.7666666666666666,0.9357142857142857,0.9314166666666667,1.0,0.8214285714285714,0.9345238095238095,0.9423630952380952,0.9994047619047619,0.8458333333333333,0.9702380952380952,0.9676488095238095,1.0,0.894047619047619,0.975,0.9719523809523809,1.0,0.8928571428571428,0.9714285714285714,0.9759761904761904,1.0,0.905952380952381,0.9857142857142858,0.9807797619047619,1.0,0.9154761904761904,0.9821428571428571,0.9826309523809524,1.0,0.925
43,0.7058139534883721,0.7209593023255814,0.8511627906976744,0.5872093023255814,0.9034883720930232,0.8989302325581395,0.9837209302325581,0.7790697674418604,0.9186046511627907,0.9288139534883721,0.9988372093023256,0.8232558139534883,0.9447674418604651,0.9489505813953488,0.9994186046511628,0.8482558139534884,0.9604651162790697,0.9641744186046511,1.0,0.8732558139534884,0.9825581395348837,0.9736744186046511,1.0,0.8976744186046511,0.977906976744186,0.9759534883720931,1.0,0.9011627906976744,0.9813953488372092,0.9808546511627907,1.0,0.9127906976744186,0.9767441860465116,0.9823662790697675,1.0,0.9244186046511628
44,0.7125,0.713625,0.8431818181818183,0.5840909090909091,0.884090909090909,0.8834204545454546,0.975,0.7545454545454545,0.9238636363636363,0.9408522727272728,1.0,0.8431818181818183,0.9534090909090909,0.9516448863636364,0.9994318181818181,0.8505681818181818,0.9545454545454546,0.9549261363636363,1.0,0.8636363636363636,0.9681818181818183,0.9681534090909091,1.0,0.8875,0.9761363636363637,0.9711477272727272,1.0,0.8988636363636363,0.9704545454545455,0.975840909090909,1.0,0.9034090909090909,0.9738636363636364,0.9796875,1.0,0.9113636363636364
45,0.7288888888888889,0.7084,0.8355555555555556,0.5666666666666667,0.8822222222222222,0.8758944444444444,0.9666666666666667,0.7511111111111111,0.9377777777777778,0.9288,0.9966666666666667,0.8288888888888889,0.9388888888888889,0.9374361111111111,0.9977777777777778,0.8355555555555556,0.9666666666666667,0.9622166666666667,1.0,0.8833333333333333,0.9744444444444444,0.9664,1.0,0.8922222222222222,0.9666666666666667,0.9698722222222222,1.0,0.8933333333333333,0.9822222222222222,0.9775055555555555,1.0,0.9066666666666666,0.9877777777777778,0.9813777777777778,1.0,0.9177777777777778
46,0.6793478260869565,0.6878858695652174,0.8217391304347826,0.5576086956521739,0.8880434782608695,0.88625,0.9760869565217392,0.7641304347826087,0.908695652173913,0.9082336956521739,0.9880434782608696,0.7978260869565218,0.9423913043478261,0.9476929347826087,0.9994565217391305,0.8532608695652174,0.9467391304347826,0.9501141304347827,1.0,0.8652173913043478,0.9706521739130435,0.9710597826086956,1.0,0.8902173913043478,0.9771739130434782,0.9690652173913044,1.0,0.9021739130434783,0.9695652173913044,0.9724239130434783,1.0,0.8956521739130434,0.9836956521739131,0.9799782608695652,1.0,0.9217391304347826
47,0.6808510638297872,0.7012925531914893,0.8191489361702128,0.5723404255319149,0.8648936170212767,0.8766968085106384,0.9765957446808511,0.7489361702127659,0.9223404255319149,0.9212340425531915,0.9925531914893617,0.8127659574468085,0.9414893617021277,0.9382446808510638,0.9989361702127659,0.8382978723404255,0.9468085106382979,0.9553989361702128,0.9989361702127659,0.8734042553191489,0.9617021276595745,0.9589574468085107,1.0,0.8776595744680851,0.9702127659574469,0.9708191489361703,1.0,0.8936170212765957,0.9787234042553191,0.9728297872340426,1.0,0.9031914893617021,0.973404255319149,0.9773829787234043,1.0,0.9063829787234042
48,0.68125,0.680578125,0.8104166666666667,0.559375,0.8604166666666667,0.8705572916666666,0.965625,0.7614583333333333,0.896875,0.9101875,0.9895833333333334,0.8041666666666667,0.9322916666666666,0.9360104166666666,0.9973958333333334,0.8369791666666667,0.94375,0.9517447916666667,0.9989583333333333,0.8697916666666666,0.9520833333333334,0.958921875,0.9989583333333333,0.878125,0.9729166666666667,0.9639166666666666,1.0,0.8822916666666667,0.965625,0.970328125,1.0,0.896875,0.9739583333333334,0.9724427083333333,1.0,0.9010416666666666
49,0.6846938775510204,0.6864438775510204,0.8051020408163265,0.5653061224489796,0.8795918367346939,0.8681530612244898,0.9653061224489796,0.7479591836734694,0.926530612244898,0.916984693877551,0.9918367346938776,0.813265306122449,0.9311224489795918,0.931719387755102,0.9974489795918368,0.8341836734693877,0.95,0.9486785714285715,0.9989795918367347,0.8704081632653061,0.9642857142857143,0.9587704081632653,1.0,0.8755102040816326,0.963265306122449,0.9677857142857142,1.0,0.8918367346938776,0.9663265306122448,0.9711122448979592,1.0,0.8989795918367347,0.9785714285714285,0.9756836734693878,1.0,0.9132653061224489
50,0.649,0.67136,0.796,0.544,0.864,0.85437,0.957,0.732,0.913,0.91246,0.994,0.8069999999999999,0.9435,0.93435,0.999,0.8395,0.953,0.952415,0.997,0.86,0.954,0.9497249999999999,0.998,0.859,0.965,0.96114,1.0,0.882,0.961,0.9644900000000001,1.0,0.889,0.965,0.964135,0.999,0.89
51,0.692156862745098,0.6722254901960785,0.7990196078431373,0.55,0.8627450980392157,0.8656176470588235,0.9607843137254902,0.7519607843137255,0.8980392156862745,0.9019901960784313,0.9882352941176471,0.7911764705882353,0.9274509803921569,0.9269754901960784,0.9950980392156863,0.8284313725490196,0.9490196078431372,0.9506813725490196,0.9980392156862745,0.8676470588235294,0.9539215686274509,0.9599313725490196,1.0,0.8774509803921569,0.9607843137254902,0.9609754901960784,1.0,0.884313725490196,0.9676470588235294,0.9691617647058823,1.0,0.8931372549019607,0.9696078431372549,0.9685784313725491,1.0,0.8980392156862745
52,0.6730769230769231,0.6664567307692307,0.7836538461538461,0.5375,0.8317307692307693,0.8448317307692308,0.948076923076923,0.7259615384615384,0.9076923076923077,0.8962548076923077,0.9817307692307692,0.7826923076923077,0.9182692307692307,0.9193269230769231,0.9913461538461539,0.8144230769230769,0.9423076923076923,0.9418269230769231,0.9961538461538462,0.8528846153846154,0.9490384615384615,0.9536250000000001,1.0,0.8701923076923077,0.9576923076923077,0.9618365384615385,0.9990384615384615,0.8875,0.9769230769230769,0.9654038461538461,1.0,0.8932692307692308,0.9653846153846154,0.9674278846153846,0.9990384615384615,0.8990384615384616
53,0.6471698113207547,0.653,0.7811320754716982,0.5339622641509434,0.8547169811320755,0.850127358490566,0.9528301886792453,0.7283018867924528,0.909433962264151,0.9058254716981132,0.9886792452830189,0.8,0.9047169811320754,0.9188231132075472,0.9933962264150944,0.8108490566037736,0.9452830188679245,0.9406603773584905,0.9971698113207548,0.8490566037735849,0.9518867924528303,0.9531226415094339,0.9981132075471698,0.8735849056603774,0.9679245283018868,0.9584150943396226,1.0,0.8773584905660378,0.9613207547169811,0.9595943396226415,1.0,0.8858490566037736,0.9679245283018868,0.971566037735849,1.0,0.8971698113207547
54,0.65,0.6541018518518519,0.7731481481481481,0.5333333333333333,0.8324074074074074,0.8275185185185185,0.9333333333333333,0.7074074074074074,0.8851851851851852,0.8862083333333333,0.9712962962962963,0.7777777777777778,0.9222222222222222,0.9256203703703704,0.9925925925925926,0.8296296296296296,0.9453703703703704,0.9317314814814814,0.9953703703703703,0.8416666666666667,0.9527777777777777,0.9551296296296297,1.0,0.8759259259259259,0.950925925925926,0.9539861111111111,0.9981481481481481,0.8740740740740741,0.9574074074074074,0.965125,1.0,0.8898148148148148,0.9638888888888889,0.9676481481481481,1.0,0.8944444444444444
55,0.6172727272727273,0.629159090909091,0.7472727272727273,0.5018181818181818,0.8263636363636364,0.8231181818181819,0.9254545454545454,0.7045454545454546,0.8763636363636363,0.8827909090909091,0.9654545454545455,0.77,0.9131818181818182,0.9011613636363637,0.9813636363636363,0.7977272727272727,0.9327272727272727,0.9356772727272727,0.9936363636363637,0.85,0.95,0.94985,0.9981818181818182,0.8618181818181818,0.9572727272727273,0.9537863636363636,0.9972727272727273,0.8718181818181818,0.9527272727272728,0.95345,0.9990909090909091,0.8745454545454545,0.9672727272727273,0.960740909090909,1.0,0.88
56,0.6375,0.6332098214285714,0.7517857142857143,0.5080357142857143,0.8294642857142858,0.8295535714285714,0.9348214285714286,0.7151785714285714,0.8776785714285714,0.8803303571428571,0.9669642857142857,0.7741071428571429,0.9066964285714286,0.9064799107142857,0.9825892857142857,0.8071428571428572,0.9303571428571429,0.9335223214285714,0.9928571428571429,0.8383928571428572,0.9357142857142857,0.9456160714285714,0.9982142857142857,0.8633928571428571,0.94375,0.9484553571428571,0.9982142857142857,0.8732142857142857,0.9562499999999999,0.9583258928571429,0.9991071428571429,0.8767857142857143,0.9660714285714286,0.9640089285714286,0.9991071428571429,0.8955357142857143
57,0.631578947368421,0.635,0.75,0.5131578947368421,0.8184210526315789,0.8280921052631579,0.9307017543859649,0.7228070175438597,0.8973684210526316,0.88675,0.975438596491228,0.7789473684210526,0.8868421052631579,0.8978267543859649,0.9798245614035087,0.7916666666666666,0.9228070175438596,0.9292850877192983,0.9921052631578947,0.8298245614035088,0.943859649122807,0.9404385964912281,0.9973684210526316,0.8535087719298246,0.9578947368421052,0.9541491228070176,1.0,0.8771929824561403,0.9526315789473684,0.9499649122807018,0.9991228070175439,0.869298245614035,0.9596491228070175,0.9565964912280701,0.9982456140350877,0.875438596491228
